query,k,graph_type,retriever_type,algorithm,success,is_expected_path,visited_count,path_length,time,path,selected_edge_count,expected_edge_count,preserved_edge_count,missing_edge_count,preserved_edge_rate,missing_edges
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,2,top_k_expansion,top_k_expansion,bfs,False,False,6,0,5.662999996047802e-06,,7,3,1,2,0.3333333333333333,응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,3,top_k,naive_top_k,bfs,False,False,4,0,4.762999992635741e-06,,3,3,0,3,0.0,서버 메모리가 부족하다->프로세스가 느려진다|응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,3,top_k_expansion,top_k_expansion,bfs,False,False,6,0,4.883000002564586e-06,,7,3,1,2,0.3333333333333333,응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,4,top_k,naive_top_k,bfs,False,False,5,0,4.311999987294257e-06,,4,3,0,3,0.0,서버 메모리가 부족하다->프로세스가 느려진다|응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,4,top_k_expansion,top_k_expansion,bfs,False,False,6,0,8.75499998187479e-06,,7,3,1,2,0.3333333333333333,응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,5,top_k,naive_top_k,bfs,False,False,6,0,5.947000005335212e-06,,5,3,1,2,0.3333333333333333,응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,5,top_k_expansion,top_k_expansion,bfs,False,False,7,0,6.5370000186248944e-06,,8,3,2,1,0.6666666666666666,응답 시간이 증가한다->사용자 요청이 실패한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,6,top_k,naive_top_k,bfs,False,False,6,0,4.2839999991883815e-06,,6,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,6,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.3279999835685885e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,9,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,7,top_k,naive_top_k,bfs,False,False,6,0,6.014999996750703e-06,,7,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,7,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.046000009973795e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,9,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,8,top_k,naive_top_k,bfs,False,False,6,0,5.95000000203072e-06,,8,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,8,top_k_expansion,top_k_expansion,bfs,True,True,8,4,8.453000020836043e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,9,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,9,top_k,naive_top_k,bfs,False,False,6,0,5.958000002692643e-06,,9,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,9,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.533999996032435e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,16,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,10,top_k,naive_top_k,bfs,False,False,6,0,2.102799999192939e-05,,10,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,10,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.382000009352851e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,16,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,15,top_k,naive_top_k,bfs,False,False,6,0,7.935000013503668e-06,,15,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,15,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.318999993482066e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,17,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,20,top_k,naive_top_k,bfs,False,False,6,0,5.189999995991457e-06,,20,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,20,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.592499998537278e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,29,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,30,top_k,naive_top_k,bfs,False,False,6,0,5.168000001276596e-06,,30,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,30,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.179999985533868e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,43,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,40,top_k,naive_top_k,bfs,False,False,6,0,6.324000025870191e-06,,40,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,40,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.289999987529882e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,63,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,60,top_k,naive_top_k,bfs,False,False,6,0,6.473000013329511e-06,,60,3,2,1,0.6666666666666666,프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,60,top_k_expansion,top_k_expansion,bfs,True,True,8,4,8.984999993799647e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,81,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,70,top_k,naive_top_k,bfs,True,True,8,4,8.350000001655644e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,70,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,70,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.151999994903235e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,84,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,75,top_k,naive_top_k,bfs,True,True,8,4,7.576000001563443e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,75,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,75,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.983000019999963e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,86,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,78,top_k,naive_top_k,bfs,True,True,8,4,7.769000006874194e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,78,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,78,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.454000015310157e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,88,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,80,top_k,naive_top_k,bfs,True,True,8,4,6.248000005371068e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,80,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,80,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.035000010091608e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,88,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,82,top_k,naive_top_k,bfs,True,True,8,4,6.240999994133745e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,82,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,82,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.259999989628341e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,88,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,84,top_k,naive_top_k,bfs,True,True,8,4,6.411999976307925e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,84,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,84,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.9989999929021e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,88,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,85,top_k,naive_top_k,bfs,True,True,8,4,6.8269999928816105e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,85,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,85,top_k_expansion,top_k_expansion,bfs,True,True,8,4,8.477999983824702e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,88,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,86,top_k,naive_top_k,bfs,True,True,8,4,9.464000015668717e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,86,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,86,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.75000000885484e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,89,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,87,top_k,naive_top_k,bfs,True,True,8,4,6.710000008069983e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,87,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,87,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.31499997894025e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,88,top_k,naive_top_k,bfs,True,True,8,4,7.155999981023342e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,88,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,88,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.657999989556629e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,89,top_k,naive_top_k,bfs,True,True,8,4,7.715000009511641e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,89,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,89,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.585999983599322e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,90,top_k,naive_top_k,bfs,True,True,8,4,5.9879999980694265e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,90,top_k_expansion,top_k_expansion,bfs,True,True,8,4,2.713899999662317e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,95,top_k,naive_top_k,bfs,True,True,8,4,6.538999997474093e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,95,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.814999975153114e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,100,top_k,naive_top_k,bfs,True,True,8,4,2.2780999984206574e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,100,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.206999981690387e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,FULL,full,full,bfs,True,True,8,4,7.890999995652237e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,2,top_k,naive_top_k,bfs,False,False,2,0,2.8899999904297147e-06,,2,3,1,2,0.3333333333333333,매출이 감소한다->현금 유입이 줄어든다|현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,2,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.018000019343162e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,3,top_k,naive_top_k,bfs,False,False,3,0,3.886000001784851e-06,,3,3,1,2,0.3333333333333333,매출이 감소한다->현금 유입이 줄어든다|현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,3,top_k_expansion,top_k_expansion,bfs,True,True,8,4,2.4064000001544628e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,4,top_k,naive_top_k,bfs,False,False,4,0,4.333999982009118e-06,,4,3,1,2,0.3333333333333333,매출이 감소한다->현금 유입이 줄어든다|현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,4,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.839999997509949e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,5,top_k,naive_top_k,bfs,False,False,5,0,4.945999990013661e-06,,5,3,1,2,0.3333333333333333,매출이 감소한다->현금 유입이 줄어든다|현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,5,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.992999999511085e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,6,top_k,naive_top_k,bfs,False,False,6,0,4.4459999912760395e-06,,6,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,6,top_k_expansion,top_k_expansion,bfs,True,True,8,4,2.2342000022490538e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,7,top_k,naive_top_k,bfs,False,False,6,0,9.856000019681233e-06,,7,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,7,top_k_expansion,top_k_expansion,bfs,True,True,8,4,9.75599999719634e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,8,top_k,naive_top_k,bfs,False,False,6,0,6.267999992815021e-06,,8,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,8,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.388999992168465e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,9,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,9,top_k,naive_top_k,bfs,False,False,6,0,6.847000008747273e-06,,9,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,9,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.099000017911749e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,16,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,10,top_k,naive_top_k,bfs,False,False,6,0,6.958999989592485e-06,,10,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,10,top_k_expansion,top_k_expansion,bfs,True,True,8,4,2.6791999999886684e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,16,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,15,top_k,naive_top_k,bfs,False,False,6,0,5.696999977544692e-06,,15,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,15,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.455999991634599e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,23,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,20,top_k,naive_top_k,bfs,False,False,6,0,5.9619999888127495e-06,,20,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,20,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.000000010748408e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,30,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,30,top_k,naive_top_k,bfs,False,False,6,0,5.772000008619216e-06,,30,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,30,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.2334999979657368e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,51,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,40,top_k,naive_top_k,bfs,False,False,6,0,5.8520000152384455e-06,,40,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,40,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.842000004780857e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,65,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,60,top_k,naive_top_k,bfs,False,False,6,0,6.423999991511664e-06,,60,3,2,1,0.6666666666666666,현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,60,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.918000022755223e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,79,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,70,top_k,naive_top_k,bfs,True,True,8,4,2.1801000002596993e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,70,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,70,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.06699998431759e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,82,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,75,top_k,naive_top_k,bfs,True,True,8,4,7.132999996883882e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,75,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,75,top_k_expansion,top_k_expansion,bfs,True,True,8,4,9.406999993188947e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,84,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,78,top_k,naive_top_k,bfs,True,True,8,4,5.44799999602219e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,78,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,78,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.755000015346013e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,86,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,80,top_k,naive_top_k,bfs,True,True,8,4,6.417999998120649e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,80,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,80,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.449000011343742e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,86,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,82,top_k,naive_top_k,bfs,True,True,8,4,6.58800001929194e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,82,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,82,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.89600000214341e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,88,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,84,top_k,naive_top_k,bfs,True,True,8,4,7.0330000028207e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,84,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,84,top_k_expansion,top_k_expansion,bfs,True,True,8,4,9.263000009696043e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,88,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,85,top_k,naive_top_k,bfs,True,True,8,4,7.573000004867936e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,85,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,85,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.554999996273182e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,88,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,86,top_k,naive_top_k,bfs,True,True,8,4,6.344000013314144e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,86,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,86,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.175000007464405e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,89,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,87,top_k,naive_top_k,bfs,True,True,8,4,7.576000001563443e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,87,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,87,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.138999990274897e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,88,top_k,naive_top_k,bfs,True,True,8,4,6.455000004734757e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,88,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,88,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.882000005565715e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,89,top_k,naive_top_k,bfs,True,True,8,4,7.600000003549212e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,89,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,89,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.802999990895842e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,90,top_k,naive_top_k,bfs,True,True,8,4,6.329999990839497e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,90,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.366999997453604e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,95,top_k,naive_top_k,bfs,True,True,8,4,7.47699999692486e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,95,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.143999994241312e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,100,top_k,naive_top_k,bfs,True,True,8,4,7.042999982331821e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,100,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.2189999968941265e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,90,3,3,0,1.0,
